Datetime,Close,High,Low,Open,Volume
2026-01-21 19:00:00,248.38279724121094,251.55999755859375,245.5800018310547,246.1199951171875,9257352
2026-01-21 20:30:00,247.6300048828125,248.5800018310547,246.83999633789062,248.38999938964844,4345116
2026-01-22 14:30:00,249.08920288085938,250.7799072265625,248.38499450683594,249.1999969482422,8993602
2026-01-22 16:00:00,249.74000549316406,250.0,249.0500030517578,249.10000610351562,3357188
2026-01-22 17:30:00,250.22000122070312,250.82000732421875,249.72999572753906,249.75,2746302
2026-01-22 19:00:00,248.3699951171875,251.0,248.26510620117188,250.23989868164062,4490406
2026-01-22 20:30:00,248.36000061035156,248.9199981689453,248.17999267578125,248.33999633789062,2791482
2026-01-23 14:30:00,248.97999572753906,249.3000030517578,244.67999267578125,245.75,9478188
2026-01-23 16:00:00,248.73989868164062,249.41000366210938,247.8800048828125,248.97999572753906,3666824
2026-01-23 17:30:00,247.52000427246094,248.80990600585938,246.97000122070312,248.72000122070312,3014322
2026-01-23 19:00:00,248.19000244140625,248.47000122070312,247.22999572753906,247.52999877929688,3133184
2026-01-23 20:30:00,247.97000122070312,248.85000610351562,247.7449951171875,248.19000244140625,2635794
2026-01-26 14:30:00,254.8000030517578,255.5,249.8000030517578,251.47999572753906,12578021
2026-01-26 16:00:00,254.5,255.4199981689453,254.22999572753906,254.8090057373047,5188970
2026-01-26 17:30:00,255.11000061035156,255.35000610351562,254.0800018310547,254.47000122070312,3203015
2026-01-26 19:00:00,255.72500610351562,256.55999755859375,255.10000610351562,255.10000610351562,13695227
2026-01-26 20:30:00,255.4199981689453,255.99000549316406,254.89999389648438,255.72999572753906,14219113
2026-01-27 14:30:00,260.3399963378906,261.95001220703125,258.6600036621094,259.1400146484375,12480254
2026-01-27 16:00:00,261.30999755859375,261.3900146484375,260.3500061035156,260.3599853515625,3871401
2026-01-27 17:30:00,259.82000732421875,261.3500061035156,259.5199890136719,261.30010986328125,3418060
2026-01-27 19:00:00,259.3800048828125,260.0400085449219,259.1499938964844,259.8399963378906,3677946
2026-01-27 20:30:00,258.2699890136719,259.67498779296875,258.2099914550781,259.385009765625,2715605
2026-01-28 14:30:00,255.83999633789062,258.8550109863281,255.21499633789062,257.55999755859375,8131601
2026-01-28 16:00:00,254.82000732421875,256.2200012207031,254.66000366210938,255.83999633789062,3448889
2026-01-28 17:30:00,255.656494140625,255.8800048828125,254.50999450683594,254.8000030517578,2558617
2026-01-28 19:00:00,256.4750061035156,256.6400146484375,254.77999877929688,255.66000366210938,4415556
2026-01-28 20:30:00,256.44000244140625,256.8999938964844,255.92999267578125,256.4599914550781,3092338
2026-01-29 14:30:00,255.4550018310547,259.6499938964844,254.41000366210938,258.07000732421875,9835024
2026-01-29 16:00:00,257.2200012207031,257.4100036621094,254.89999389648438,255.4499969482422,5773616
2026-01-29 17:30:00,257.3299865722656,258.0299987792969,256.54998779296875,257.20001220703125,4781857
2026-01-29 19:00:00,258.2950134277344,258.5683898925781,257.2200012207031,257.3399963378906,5770729
2026-01-29 20:30:00,258.17498779296875,259.3500061035156,257.75,258.30999755859375,5837763
2026-01-30 14:30:00,254.94000244140625,258.70001220703125,252.17999267578125,255.1649932861328,21307359
2026-01-30 16:00:00,255.2100067138672,257.1400146484375,254.2834930419922,254.9149932861328,6500346
2026-01-30 17:30:00,257.3500061035156,257.6000061035156,254.5399932861328,255.16000366210938,5112695
2026-01-30 19:00:00,259.9100036621094,259.9100036621094,257.3299865722656,257.375,6749247
2026-01-30 20:30:00,259.4800109863281,261.89990234375,258.0,259.9200134277344,9402318
